date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:50:41	4474/4474	---MCZ	200	added ('OK')	application/javascript	etag:W/%22117a-18a21619958%22	https://mez.ink/_next/static/chunks/5825-8a85f780661d270cc513.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/_next/static/chunks/5825-8a85f780661d270cc513.js	(from https://mez.ink/sign-in)
11:50:42	15295/15295	---MCZ	200	added ('OK')	application/javascript	etag:W/%223bbf-18b90b65b80%22	https://mez.ink/_next/static/chunks/7009-0c73024a5dc50eebb0c0.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/_next/static/chunks/7009-0c73024a5dc50eebb0c0.js	(from https://mez.ink/sign-in)
11:50:42	23769/23769	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cd9-18aab83b0a8%22	https://mez.ink/_next/static/chunks/pages/sign-in-a726cf3fa2a3f6555ec9.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/_next/static/chunks/pages/sign-in-a726cf3fa2a3f6555ec9.js	(from https://mez.ink/sign-in)
11:50:43	6538/6538	---M--	200	added ('OK')	image/png	etag:W/%22198a-18b90b65b80%22	https://mez.ink/_next/static/images/mezink-logo-full.png	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/_next/static/images/mezink-logo-full.png	(from https://mez.ink/sign-in)
11:50:43	116469/116469	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2014:50:43%20GMT	https://mez.ink/	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/index.html	(from https://mez.ink/sign-in)
11:50:44	5935/5935	---M--	200	added ('OK')	image/png	etag:W/%22172f-18b90b65b80%22	https://mez.ink/_next/static/images/onboarding/rated.png	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/_next/static/images/onboarding/rated.png	(from https://mez.ink/sign-in)
11:50:45	83563/83563	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2014:50:45%20GMT	https://mez.ink/privacy-policy/indonesia	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/privacy-policy/indonesia.html	(from https://mez.ink/sign-in)
11:50:45	252837/252837	---M--	200	added ('OK')	image/png	etag:W/%223dba5-18b90b65b80%22	https://mez.ink/_next/static/images/onboarding/girl.png	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/_next/static/images/onboarding/girl.png	(from https://mez.ink/sign-in)
11:50:46	1271/1271	---M--	200	added ('OK')	image/png	etag:W/%224f7-18b90b65b80%22	https://mez.ink/_next/static/images/onboarding/whatsapp.png	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/_next/static/images/onboarding/whatsapp.png	(from https://mez.ink/sign-in)
11:50:47	47968/47968	---M--	200	added ('OK')	image/webp	etag:W/%22bb60-18b90b65b80%22	https://mez.ink/_next/static/images/onboarding/sign-in.webp	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/_next/static/images/onboarding/sign-in.webp	(from https://mez.ink/sign-in)
11:50:47	6983/6983	---M--	200	added ('OK')	image/png	etag:W/%221b47-18b90b65b80%22	https://mez.ink/_next/static/images/onboarding/mezink-white.png	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/_next/static/images/onboarding/mezink-white.png	(from https://mez.ink/sign-in)
11:50:48	4533/4533	---M--	200	added ('OK')	image/png	etag:W/%2211b5-18b8adde1d8%22	https://mez.ink/mezink-web/_next/static/images/mezink_color.png	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/images/mezink_color.png	(from https://mez.ink/)
11:50:48	7636/7636	---MCZ	200	added ('OK')	application/javascript	etag:W/%221dd4-18b8addda08%22	https://mez.ink/mezink-web/_next/static/chunks/webpack-0a10680e470eae05.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/webpack-0a10680e470eae05.js	(from https://mez.ink/)
11:50:48	130002/130002	---MCZ	200	added ('OK')	application/javascript	etag:W/%221fbd2-189c0b333c8%22	https://mez.ink/mezink-web/_next/static/chunks/framework-93b89dc25365d5c7.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/framework-93b89dc25365d5c7.js	(from https://mez.ink/)
11:50:48	99463/99463	---MCZ	200	added ('OK')	application/javascript	etag:W/%2218487-189c0b333c8%22	https://mez.ink/mezink-web/_next/static/chunks/main-a4f3534217a2edac.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/main-a4f3534217a2edac.js	(from https://mez.ink/)
11:50:49	447100/447100	---MCZ	200	added ('OK')	application/javascript	etag:W/%226d27c-18b8addddf0%22	https://mez.ink/mezink-web/_next/static/chunks/63d73cf9-168bcda743145b81.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/63d73cf9-168bcda743145b81.js	(from https://mez.ink/)
11:50:49	65439/65439	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ff9f-18b8addddf0%22	https://mez.ink/mezink-web/_next/static/chunks/6744-6d08ec88f3029599.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/6744-6d08ec88f3029599.js	(from https://mez.ink/)
11:50:49	23837/23837	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d1d-18b6a2bcba8%22	https://mez.ink/mezink-web/_next/static/chunks/5065-e69956a64d7d66e2.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/5065-e69956a64d7d66e2.js	(from https://mez.ink/)
11:50:49	10276/10276	---MCZ	200	added ('OK')	application/javascript	etag:W/%222824-18b8addda08%22	https://mez.ink/mezink-web/_next/static/chunks/pages/index-6e46ec277bfb4562.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/pages/index-6e46ec277bfb4562.js	(from https://mez.ink/)
11:50:50	6759/6759	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a67-18b8addddf0%22	https://mez.ink/mezink-web/_next/static/lgQgwwxa3NZxpKXuZIApd/_buildManifest.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/lgQgwwxa3NZxpKXuZIApd/_buildManifest.js	(from https://mez.ink/)
11:50:50	77/77	---MCZ	200	added ('OK')	application/javascript	etag:W/%224d-18b8addddf0%22	https://mez.ink/mezink-web/_next/static/lgQgwwxa3NZxpKXuZIApd/_ssgManifest.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/lgQgwwxa3NZxpKXuZIApd/_ssgManifest.js	(from https://mez.ink/)
11:50:50	92/92	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c-18b8addddf0%22	https://mez.ink/mezink-web/_next/static/lgQgwwxa3NZxpKXuZIApd/_middlewareManifest.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/lgQgwwxa3NZxpKXuZIApd/_middlewareManifest.js	(from https://mez.ink/)
11:50:50	91432/91432	---MCZ	200	added ('OK')	application/javascript	etag:W/%221652a-18b181a7cd8%22	https://mez.ink/mezink-web/_next/static/chunks/polyfills-5cd94c89d3acac5f.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/polyfills-5cd94c89d3acac5f.js	(from https://mez.ink/)
11:50:50	108404/108404	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a774-18b8addda08%22	https://mez.ink/mezink-web/_next/static/chunks/pages/_app-6feef58845887198.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/pages/_app-6feef58845887198.js	(from https://mez.ink/)
11:50:51	3095/3095	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c17-18b5aa66ff8%22	https://mez.ink/mezink-web/_next/static/chunks/1212.136662266ab44dfd.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/1212.136662266ab44dfd.js	(from https://mez.ink/)
11:50:51	63025/63025	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f631-18b8addddf0%22	https://mez.ink/mezink-web/_next/static/chunks/6066.41d4c573173423e4.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/6066.41d4c573173423e4.js	(from https://mez.ink/)
11:50:51	6234/6234	---MCZ	200	added ('OK')	application/javascript	etag:W/%22185a-18b8addddf0%22	https://mez.ink/mezink-web/_next/static/chunks/2074.b0b4134cc4999bed.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/2074.b0b4134cc4999bed.js	(from https://mez.ink/)
11:50:51	6436/6436	---MCZ	200	added ('OK')	application/javascript	etag:W/%221924-18b04a2a590%22	https://mez.ink/mezink-web/_next/static/chunks/7111.ef734bda488f66af.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/7111.ef734bda488f66af.js	(from https://mez.ink/)
11:50:52	6355/6355	---MCZ	200	added ('OK')	application/javascript	etag:W/%2218d3-18b5aa66ff8%22	https://mez.ink/mezink-web/_next/static/chunks/8158.e7642d7962a8e6b3.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/8158.e7642d7962a8e6b3.js	(from https://mez.ink/)
11:50:52	3980/3980	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f8c-18b7030f2d0%22	https://mez.ink/mezink-web/_next/static/chunks/3691.df3c8f60e02f02c6.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/3691.df3c8f60e02f02c6.js	(from https://mez.ink/)
11:50:52	2429/2429	---MCZ	200	added ('OK')	application/javascript	etag:W/%2297d-18b8addddf0%22	https://mez.ink/mezink-web/_next/static/chunks/1586.e3f2b10a080773e7.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/1586.e3f2b10a080773e7.js	(from https://mez.ink/)
11:50:52	3089/3089	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c11-18b04a2a590%22	https://mez.ink/mezink-web/_next/static/chunks/6276.8eb8982cd358cb58.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/6276.8eb8982cd358cb58.js	(from https://mez.ink/)
11:50:52	3325/3325	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cfd-18b04a2a590%22	https://mez.ink/mezink-web/_next/static/chunks/2054.745439524604213a.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/2054.745439524604213a.js	(from https://mez.ink/)
11:50:53	2193/2193	---MCZ	200	added ('OK')	application/javascript	etag:W/%22891-18b04a2a590%22	https://mez.ink/mezink-web/_next/static/chunks/8404.d025668bdf948901.js	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/chunks/8404.d025668bdf948901.js	(from https://mez.ink/)
11:50:54	77196/77196	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2014:50:53%20GMT	https://mez.ink/free-tools/qr-code-generator	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/free-tools/qr-code-generator.html	(from https://mez.ink/)
11:50:55	91020/91020	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2014:50:54%20GMT	https://mez.ink/free-tools/invoice	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/free-tools/invoice.html	(from https://mez.ink/)
11:50:55	141230/141230	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2014:50:55%20GMT	https://mez.ink/tools/instagram-engagement-calculator	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/tools/instagram-engagement-calculator.html	(from https://mez.ink/)
11:50:56	135278/135278	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2014:50:55%20GMT	https://mez.ink/tools/youtube-engagement-calculator	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/tools/youtube-engagement-calculator.html	(from https://mez.ink/)
11:50:57	70858/70858	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2014:50:57%20GMT	https://mez.ink/tools/twitter-engagement-calculator	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/tools/twitter-engagement-calculator.html	(from https://mez.ink/)
11:50:58	107337/107337	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2014:50:57%20GMT	https://mez.ink/compare/link-in-bio	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/compare/link-in-bio.html	(from https://mez.ink/)
11:50:58	107230/107230	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2014:50:58%20GMT	https://mez.ink/compare/form-builders	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/compare/form-builders.html	(from https://mez.ink/)
11:50:59	8/8	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2004%20Nov%202023%2014:50:58%20GMT	https://mez.ink/pricing/	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/pricing/index.html	(from https://mez.ink/)
11:50:59	67061/67061	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2014:50:59%20GMT	https://mez.ink/faq	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/faq.html	(from https://mez.ink/)
11:50:59	8/8	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2004%20Nov%202023%2014:50:59%20GMT	https://mez.ink/academy/	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/academy/index.html	(from https://mez.ink/)
11:51:00	23124/23124	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2014:51:00%20GMT	https://mez.ink/mezink/contact-mezink	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink/contact-mezink.html	(from https://mez.ink/)
11:51:00	368070/368070	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Nov%202023%2014:51:00%20GMT	https://mez.ink/blog/	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/blog/index.html	(from https://mez.ink/)
11:51:00	47560/47560	---M--	200	added ('OK')	image/png	etag:W/%22b9c8-18b8adde1d8%22	https://mez.ink/mezink-web/_next/static/images/home-page-v2/hero.png	C:/Users/duard/Downloads/NICHO%20HOT%20LINKS%20-%20PAGE%201/FFFFFFFFFFG/mez.ink/mezink-web/_next/static/images/home-page-v2/hero.png	(from https://mez.ink/)
